,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"STAY (with Justin Bieber)","The Kid LAROI",51042131,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
2,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",43645835,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
3,"Heat Waves","Glass Animals",30574121,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
4,Pepas,Farruko,27766881,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
5,"Bad Habits","Ed Sheeran",27341501,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,"My Universe",Coldplay,26193721,https://open.spotify.com/track/3FeVmId7tL5YN8B7R3imoM
7,Woman,"Doja Cat",25839640,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
8,Shivers,"Ed Sheeran",25113274,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r
9,"love nwantiti (ah ah ah)",CKay,22661454,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
10,"THATS WHAT I WANT","Lil Nas X",22631771,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
11,"good 4 u","Olivia Rodrigo",22522614,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
12,Beggin',Måneskin,22486124,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
13,"MONTERO (Call Me By Your Name)","Lil Nas X",21487844,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
14,"Cold Heart - PNAU Remix","Elton John",21042246,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
15,"Life Goes On","Oliver Tree",20447801,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
16,MONEY,LISA,20203519,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
17,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,19860629,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
18,"Need to Know","Doja Cat",19703877,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
19,"Happier Than Ever","Billie Eilish",19293283,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
20,"Kiss Me More (feat. SZA)","Doja Cat",18120381,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
21,"Way 2 Sexy (with Future & Young Thug)",Drake,17718637,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
22,Yonaguni,"Bad Bunny",15556824,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
23,"Todo De Ti","Rauw Alejandro",14671500,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
24,traitor,"Olivia Rodrigo",14659550,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
25,"Levitating (feat. DaBaby)","Dua Lipa",14430748,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
26,"Fair Trade (with Travis Scott)",Drake,14317808,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
27,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,14249643,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
28,Volví,Aventura,14111444,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
29,"In Da Getto","J Balvin",13278632,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
30,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",13147606,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
31,"Meet Me At Our Spot","THE ANXIETY",13052371,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
32,"Blinding Lights","The Weeknd",12894635,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
33,"Take My Breath - Single Version","The Weeknd",12378852,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
34,"Qué Más Pues?","J Balvin",11887731,https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP
35,LALISA,LISA,11876899,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6
36,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",11792650,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
37,"I WANNA BE YOUR SLAVE",Måneskin,11667083,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
38,"drivers license","Olivia Rodrigo",11490490,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
39,"Where Are You Now","Lost Frequencies",11456599,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
40,"Don't Be Shy",Tiësto,11320775,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
41,2055,"Sleepy Hallow",10989156,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
42,"Girls Want Girls (with Lil Baby)",Drake,10947868,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
43,Cúrame,"Rauw Alejandro",10837699,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I
44,"Get Into It (Yuh)","Doja Cat",10744192,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
45,Butter,BTS,10540345,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
46,Hurricane,"Kanye West",10380672,https://open.spotify.com/track/6Hfu9sc7jvv6coyy2LlzBF
47,Sobrio,Maluma,10345271,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
48,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",10295426,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
49,"Ley Seca","Jhay Cortez",10118227,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
50,"AM Remix","Nio Garcia",10030122,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
51,"deja vu","Olivia Rodrigo",9810596,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
52,"Sweater Weather","The Neighbourhood",9806067,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
53,"Volando - Remix",Mora,9798473,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
54,Bored,"Billie Eilish",9692268,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
55,"Watermelon Sugar","Harry Styles",9634550,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
56,Nostálgico,Rvssian,9329048,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
57,"The Feels",TWICE,9255118,https://open.spotify.com/track/6pgqZ7Iw4LfHlfgWWaRFSY
58,París,Ingratax,9222920,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3
59,"Don't Go Yet","Camila Cabello",9200476,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
60,"family ties (with Kendrick Lamar)","Baby Keem",9081916,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
61,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage","Skylar Grey",9017453,https://open.spotify.com/track/5W8HXMOMLtXLz0RGKUtnlZ
62,DÁKITI,"Bad Bunny",8995757,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
63,"Leave The Door Open","Bruno Mars",8776380,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
64,"Permission to Dance",BTS,8591544,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
65,happier,"Olivia Rodrigo",8572364,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
66,"Dark Red","Steve Lacy",8522951,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
67,"Mood (feat. iann dior)",24kGoldn,8452627,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
68,"Wildest Dreams (Taylor's Version)","Taylor Swift",8444052,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
69,Dynamite,BTS,8228835,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
70,"Someone You Loved","Lewis Capaldi",8169452,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
71,"Don't Start Now","Dua Lipa",8088113,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
72,"Love Tonight - Edit",Shouse,8079961,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
73,"Entre Nosotros","Tiago PZK",8073623,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
74,Freaks,"Surf Curse",8022904,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
75,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,7950093,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
76,"Love Again","Dua Lipa",7879297,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
77,"Like I Can","Sam Smith",7688850,https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq
78,SEJODIOTO,"KAROL G",7677407,https://open.spotify.com/track/704LUEih663hiE3CnyUrFW
79,Miénteme,TINI,7670810,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
80,"Una Nota","J Balvin",7597124,https://open.spotify.com/track/7iqOIHHEmu6Vhw25GgQ2eA
81,"Happier Than Ever - Edit","Billie Eilish",7591833,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
82,"Pareja Del Año","Sebastian Yatra",7503771,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
83,"edamame (feat. Rich Brian)",bbno$,7462744,https://open.spotify.com/track/1uMHCAyGmHqyygoNRuo7MV
84,"lovely (with Khalid)","Billie Eilish",7453407,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
85,"I GUESS I'M IN LOVE","Clinton Kane",7432851,https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY
86,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,7386563,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
87,"Astronaut In The Ocean","Masked Wolf",7367060,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
88,"The Business",Tiësto,7349146,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
89,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,7242846,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
90,"Ain't Shit","Doja Cat",7240717,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
91,"Tiroteo - Remix","Marc Seguí",7208685,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
92,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,7204100,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
93,"jealousy, jealousy","Olivia Rodrigo",7089421,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
94,"Summer of Love (Shawn Mendes & Tainy)","Shawn Mendes",7069993,https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6
95,Perfect,"Ed Sheeran",7059386,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
96,LOCO,ITZY,7038967,https://open.spotify.com/track/59c0HrzmHfyQs6LgDw5cHe
97,"Save Your Tears","The Weeknd",7019285,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
98,"favorite crime","Olivia Rodrigo",7014202,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
99,Believer,"Imagine Dragons",6855044,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
100,"Chosen (feat. Ty Dolla $ign)",Blxst,6824650,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
101,"Jugaste y Sufrí","Eslabon Armado",6816548,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
102,"911 - Remix",Sech,6770779,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
103,"Before You Go","Lewis Capaldi",6656954,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
104,"Dance Monkey","Tones And I",6616631,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
105,"Have Mercy",Chlöe,6604765,https://open.spotify.com/track/5SixeLvPsYpk7qq9lo5xYg
106,positions,"Ariana Grande",6599319,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
107,Loco,"Justin Quiles",6590574,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
108,RAPSTAR,"Polo G",6586002,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
109,"Arranhão - Ao Vivo","Henrique & Juliano",6572795,https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw
110,Circles,"Post Malone",6493466,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
111,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6453778,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
112,"Shape of You","Ed Sheeran",6352025,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
113,Yellow,Coldplay,6316354,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
114,telepatía,"Kali Uchis",6312844,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
115,A-O-K,"Tai Verdes",6312099,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
116,"Heartbreak Anniversary",Giveon,6284226,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
117,"double take",dhruv,6272972,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
118,Arcade,"Duncan Laurence",6193979,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
119,Heather,"Conan Gray",6132453,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
120,"Daddy Issues","The Neighbourhood",6081512,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
121,Levitating,"Dua Lipa",6077148,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
122,"Smells Like Teen Spirit",Nirvana,6075230,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
123,"The Real Slim Shady",Eminem,5964779,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
124,"She Knows (feat. Amber Coffman & Cults)","J. Cole",5928687,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
125,Moon,"Kanye West",5922520,https://open.spotify.com/track/7CC6UbCs4iGsePSzFxYxNn
126,"Poblado - Remix","J Balvin",5916862,https://open.spotify.com/track/2K1CQMoG2Dy5nmeOYnhoi8
127,"You Right","Doja Cat",5908483,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
128,"Bohemian Rhapsody - Remastered 2011",Queen,5900296,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
129,"Sharing Locations (feat. Lil Baby & Lil Durk)","Meek Mill",5870183,https://open.spotify.com/track/3T9BKc4kB7ukeNQrCqv6ZV
130,"you broke me first","Tate McRae",5836819,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
131,Señorita,"Shawn Mendes",5831062,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
132,"Gangsta's Paradise",Coolio,5812736,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
133,Dandelions,"Ruth B.",5773072,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
134,"The Nights",Avicii,5762743,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
135,"Bala Love","Mc Anjim",5758047,https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a
136,"Mon Amour - Remix",zzoilo,5745668,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
137,"Champagne Poetry",Drake,5740164,https://open.spotify.com/track/2HSmyk2qMN8WQjuGhaQgCk
138,"Counting Stars",OneRepublic,5727463,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
139,"Another Love","Tom Odell",5702782,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
140,Shallow,"Lady Gaga",5697577,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
141,"Say You Won't Let Go","James Arthur",5696096,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
142,"Take Me To Church",Hozier,5676314,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
143,"Talking to the Moon","Bruno Mars",5675575,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
144,"No Role Modelz","J. Cole",5659739,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
145,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",5633307,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
146,"Head & Heart (feat. MNEK)","Joel Corry",5624056,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
147,"WITHOUT YOU","The Kid LAROI",5608146,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
148,"we fell in love in october","girl in red",5606148,https://open.spotify.com/track/1BYZxKSf0aTxp8ZFoeyM3d
149,"Ela e Ela","Zé Neto & Cristiano",5603961,https://open.spotify.com/track/5Yu1AOnIzC1tWRJ4U0uW7u
150,Riptide,"Vance Joy",5602091,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
151,Memories,"Maroon 5",5593486,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
152,"Mr. Brightside","The Killers",5581659,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
153,goosebumps,"Travis Scott",5580768,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
154,"A La Antigüita","Calibre 50",5570842,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
155,"Every Breath You Take","The Police",5520745,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
156,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi",5472689,https://open.spotify.com/track/2rOnSn2piaqLAlYjtfUBlY
157,Linda,Tokischa,5460818,https://open.spotify.com/track/1ahCrpeTt94LL7y1aXw0Y8
158,"bad guy","Billie Eilish",5444802,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
159,"7 rings","Ariana Grande",5411548,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
160,"Without Me",Eminem,5406221,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
161,"El Incomprendido",Farruko,5402315,https://open.spotify.com/track/2mL37yB3f3Lfy4iiXV02Qf
162,"ALMAS GEMELAS","Myke Towers",5396651,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
163,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",5364610,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
164,"All of Me","John Legend",5363331,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
165,"Jocelyn Flores",XXXTENTACION,5355617,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
166,brutal,"Olivia Rodrigo",5346290,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
167,"Sexo Virtual","Rauw Alejandro",5338663,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
168,"Off The Grid","Kanye West",5331984,https://open.spotify.com/track/6LNoArVBBVZzUTUiAX2aKO
169,"Dreams - 2004 Remaster","Fleetwood Mac",5330379,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
170,"Rolling in the Deep",Adele,5328921,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
171,"Nota de Repúdio - Ao Vivo","Gusttavo Lima",5324091,https://open.spotify.com/track/3agFBAMPiIvzfTh7a9Udm6
172,Run,OneRepublic,5310035,https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd
173,"Adore You","Harry Styles",5299677,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
174,Classic,MKTO,5297180,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
175,"Wake Me Up",Avicii,5255305,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
176,"Roses - Imanbek Remix","SAINt JHN",5245549,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
177,"Botella Tras Botella","Gera MX",5231406,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
178,"Goosebumps - Remix","Travis Scott",5230201,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
179,"Your Heart","Joyner Lucas",5217601,https://open.spotify.com/track/2DTpP3caqX3QdJIEoS83mD
180,"Lucid Dreams","Juice WRLD",5197877,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
181,2/Catorce,"Rauw Alejandro",5190077,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
182,"Meu Pedaço de Pecado","João Gomes",5186874,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
183,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,5171795,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
184,"Someone Like You",Adele,5149687,https://open.spotify.com/track/5lkpeJwmQKgY3bX2zChjxX
185,"Wants and Needs (feat. Lil Baby)",Drake,5145567,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
186,"Fancy Like","Walker Hayes",5129832,https://open.spotify.com/track/0lnpnsrVaW9elGgRxpDCgE
187,"Quer Voar",Matuê,5051198,https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz
188,"Obsessed With You","Central Cee",5028407,https://open.spotify.com/track/4PYfFHKfjYz6dwAtZhBy1z
189,"Ranjha (From ""Shershaah"")","Jasleen Royal",5027772,https://open.spotify.com/track/72zHuDxFQTjbL51qJQSA7j
190,Photograph,"Ed Sheeran",5017534,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
191,"Revoada No Colchão","Zé Felipe",5013920,https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej
192,Loverboy,A-Wall,4985449,https://open.spotify.com/track/0qXP5fMhxGzxALOkXYUxfP
193,"Blank Space","Taylor Swift",4983823,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
194,"'Till I Collapse",Eminem,4980596,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
195,Payphone,"Maroon 5",4974303,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
196,Teenagers,"My Chemical Romance",4970304,https://open.spotify.com/track/7j31rVgGX9Q2blT92VBEA0
197,"Wonderwall - Remastered",Oasis,4967495,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
198,"Hold On","Justin Bieber",4963627,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
199,"Praise God","Kanye West",4963536,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
200,"love nwantiti (feat. ElGrande Toto) - North African Remix",CKay,4960079,https://open.spotify.com/track/1EYeZGTMCjV7uVey5fNWXM
